,text
5333,EchoesOfMotherhood@EchoesOfIAM·7m
5334,EchoesOfMotherhood@EchoesOfIAM·7m
5335,EchoesOfMotherhood@EchoesOfIAM·7m
5336,EchoesOfMotherhood@EchoesOfIAM·7m
5337,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5338,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5339,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5340,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5341,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5342,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5343,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5344,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5345,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5346,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5347,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5348,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5349,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5350,Tom Pappert@realTomPappert·3hCan’t you just replace Europe with Indians or does that only work in America2151K
5351,Tom Pappert@realTomPappert·3h
5352,Tom Pappert@realTomPappert·3h
5353,Tom Pappert@realTomPappert·3h
5354,Tom Pappert@realTomPappert·3h
5355,Tom Pappert@realTomPappert·3h
5356,Tom Pappert@realTomPappert·3h
5357,Tom Pappert@realTomPappert·3h
5358,Tom Pappert@realTomPappert·3h
5359,Tom Pappert@realTomPappert·3h
5360,Tom Pappert@realTomPappert·3h
5361,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5362,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5363,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5364,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5365,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5366,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5367,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5368,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5369,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5370,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5371,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5372,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5373,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5374,"© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5hWhich families are you talking about exactly – white families or people of color families?

And since it's a globalized world, everything is changing. But humanity is certainly not dying out. Not yet!

So you're actually only talking about white families. Correct? And that bringsShow more3424474"
5375,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5376,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5377,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5378,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5379,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5380,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5381,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5382,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5383,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5384,© The Renewables & Their Creator Gordon Bergmann@The__Renewables·5h
5385,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5386,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5387,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5388,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5389,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5390,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5391,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5392,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5393,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5394,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5395,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5396,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5397,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5398,The Aureus Press@Trad_West_Art·6hIf you want to get serious about this you must address repealing elements of feminism21793.5K
5399,The Aureus Press@Trad_West_Art·6h
5400,The Aureus Press@Trad_West_Art·6h
5401,The Aureus Press@Trad_West_Art·6h
5402,The Aureus Press@Trad_West_Art·6h
5403,The Aureus Press@Trad_West_Art·6h
5404,The Aureus Press@Trad_West_Art·6h
5405,The Aureus Press@Trad_West_Art·6h
5406,The Aureus Press@Trad_West_Art·6h
5407,The Aureus Press@Trad_West_Art·6h
5408,The Aureus Press@Trad_West_Art·6h
5409,"Blessedsam@Blessedsam080·15mIt's simple 

Once the cost of living reduces then having huge families will be swift 

No one wants to have babies the more life gets harder 

Everyone is greedy about money these days
Cuz no one wants to be overburden1118"
5410,"Blessedsam@Blessedsam080·15mIt's simple 

Once the cost of living reduces then having huge families will be swift 

No one wants to have babies the more life gets harder 

Everyone is greedy about money these days
Cuz no one wants to be overburden1118"
5411,"Blessedsam@Blessedsam080·15mIt's simple 

Once the cost of living reduces then having huge families will be swift 

No one wants to have babies the more life gets harder 

Everyone is greedy about money these days
Cuz no one wants to be overburden1118"
5412,"Blessedsam@Blessedsam080·15mIt's simple 

Once the cost of living reduces then having huge families will be swift 

No one wants to have babies the more life gets harder 

Everyone is greedy about money these days
Cuz no one wants to be overburden1118"
5413,"Blessedsam@Blessedsam080·15mIt's simple 

Once the cost of living reduces then having huge families will be swift 

No one wants to have babies the more life gets harder 

Everyone is greedy about money these days
Cuz no one wants to be overburden1118"
